page,card_id,hotel,shown_now,unit,basis_line,status,low_gbp,high_gbp,room,board,taxes,low_basis,high_basis,samples,fx,checked,note
"/luxury-travel/europe/croatia","villa-dubrovnik","Villa Dubrovnik","£450–£1,020","per night","Varies by season · Superior Double · breakfast included · excl. local taxes","range","450","1020","Superior Double or Twin Room","bed and breakfast","excluded","14–15 Apr 2027, Superior Double or Twin, EUR 531 (Booking.com, free cancellation)","14–15 Oct 2026, Superior Double or Twin, EUR 1,186 (Booking.com); July/August 2027 single nights not bookable, 3-night stays from EUR 3,584 (about EUR 1,195/night, room not identified)","2026-10-14/15: EUR 1,186 (Superior); Deluxe EUR 1,274 (https://www.booking.com/hotel/hr/villa-dubrovnik-dubrovnik.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-04-14/15: EUR 531 (Superior); Deluxe EUR 575 (https://www.booking.com/hotel/hr/villa-dubrovnik-dubrovnik.en-gb.html?checkin=2027-04-14&checkout=2027-04-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-07-21/22 and 2027-08-11/12: no 1-night availability; 3 nights from EUR 3,584, 4 nights from EUR 4,779 (https://www.booking.com/hotel/hr/villa-dubrovnik-dubrovnik.en-gb.html?checkin=2027-08-11&checkout=2027-08-12&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Seasonal hotel (closed in winter); range covers spring–autumn. Booking.com dated rates, 2 adults, continental breakfast; 13% VAT and EUR 3 pp/night city tax extra. High summer has a 3-night minimum; the per-night share of the 3-night 'from' price (about £1,030) is in line with the October figure used as the high."
"/luxury-travel/europe/croatia","maslina","Maslina Resort","£500–£880","per night","Varies by season · breakfast included · excl. local taxes","range","500","880","Double or Twin Room with Balcony and Garden View","bed and breakfast","excluded","10–12 May 2027 (2-night minimum), Double/Twin Garden View, EUR 1,168 for 2 nights = EUR 584 per night (Booking.com)","9–11 Aug 2027 (2-night minimum), Double/Twin Garden View, EUR 2,044 for 2 nights = EUR 1,022 per night (Booking.com)","2027-05-10/12 (2 nights): EUR 1,168 (Garden View); Sea View EUR 1,264 (https://www.booking.com/hotel/hr/maslina-resort.en-gb.html?checkin=2027-05-10&checkout=2027-05-12&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-06-15/17 (2 nights): from EUR 2,044 (room not identified) (https://www.booking.com/hotel/hr/maslina-resort.en-gb.html?checkin=2027-06-16&checkout=2027-06-17&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-08-09/11 (2 nights): EUR 2,044 (Garden View); Sea View EUR 2,347 (https://www.booking.com/hotel/hr/maslina-resort.en-gb.html?checkin=2027-08-09&checkout=2027-08-11&group_adults=2&no_rooms=1&selected_currency=EUR) | cheapest double in next 60 days (22 Sep–31 Oct 2026): about £480 incl. taxes (Mr & Mrs Smith, 22 Sep 2026) (https://www.mrandmrssmith.com/luxury-hotels/maslina-resort)","1 GBP = 1.166 EUR","2026-09-23","Seasonal (open about May–October); range covers the open season. Booking.com applies a two-night minimum on every 2027 date sampled, so per-night figures are the 2-night total divided by two. Breakfast and spa access included; 13% VAT and EUR 1 pp/night city tax extra. June and August carried the same rate."
"/luxury-travel/europe/croatia","bellevue","Hotel Bellevue","£290–£670","per night","Varies by season · breakfast included · excl. local taxes","range","290","670","Classic Double Room with Partial Sea View","bed and breakfast","excluded","14–15 Apr 2027, Classic Double Partial Sea View, EUR 345 with breakfast and spa (Booking.com)","21–22 Jul 2027, Classic Double Partial Sea View, EUR 775 with breakfast and spa (Booking.com)","2026-10-14/15: EUR 393 partner offer / EUR 487 standard / EUR 522 with breakfast and spa (https://www.booking.com/hotel/hr/bellevue-dubrovnik.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-02-10/11: no availability (winter closure) (https://www.booking.com/hotel/hr/bellevue-dubrovnik.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-04-14/15: EUR 345 (Classic Partial Sea View) (https://www.booking.com/hotel/hr/bellevue-dubrovnik.en-gb.html?checkin=2027-04-14&checkout=2027-04-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-07-21/22: EUR 775 (Classic Partial Sea View); Sea View EUR 784 (https://www.booking.com/hotel/hr/bellevue-dubrovnik.en-gb.html?checkin=2027-07-21&checkout=2027-07-22&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Booking.com dated rates, 2 adults, 1 night, buffet breakfast and spa access; 13% VAT and EUR 3 pp/night city tax extra. No February availability (winter closure), so the range covers April–October. The previous £110 (28 Sep KAYAK) was implausibly low and should be replaced."
"/luxury-travel/north-america/florida","setai","The Setai Miami Beach","£500–£1,200","per night","Varies by season · Studio with City View · room only · excl. local taxes","range","500","1200","Studio with City View","room only","excluded","15–16 Sep 2027, Studio with City View, USD 675 (Booking.com, free cancellation)","17–18 Feb 2027, Studio with City View, USD 1,600 (Booking.com)","2026-10-14/15: USD 900 non-refundable / USD 1,000 flexible (Studio City View) (https://www.booking.com/hotel/us/the-setai-south-beach.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-17/18: USD 1,600 (Studio City View); Courtyard View USD 1,800 (https://www.booking.com/hotel/us/the-setai-south-beach.en-gb.html?checkin=2027-02-17&checkout=2027-02-18&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: no availability (https://www.booking.com/hotel/us/the-setai-south-beach.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-09-15/16: USD 675 (Studio City View) (https://www.booking.com/hotel/us/the-setai-south-beach.en-gb.html?checkin=2027-09-15&checkout=2027-09-16&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, room only (breakfast USD 57 pp); 14% tax extra; resort/amenity fee not itemised on Booking.com, check on booking. Art Basel (early Dec) and New Year were not sampled and are likely above the February figure."
"/luxury-travel/north-america/florida","surf-club","Four Seasons Surf Club","£990–£2,490","per night","Varies by season · Surf Club King Room · excl. local taxes","range","990","2490","Surf Club King Room (entry); high is the cheapest room available on the date (Accessible Ocean Bungalow King)","not stated","excluded","14–15 Oct 2026, Surf Club King Room, USD 1,330 non-refundable (USD 1,555 flexible), incl. USD 55 resort fee (Booking.com)","18–19 Nov 2026, cheapest available room (Accessible Ocean Bungalow King; entry categories sold out), USD 3,335 non-refundable (USD 4,155 flexible) (Booking.com)","2026-10-14/15: USD 1,330 non-refundable / 1,555 flexible (Surf Club King); King City View USD 1,415 (https://www.booking.com/hotel/us/four-seasons-at-the-surf-club.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-11-18/19: USD 3,335 non-refundable (Accessible Ocean Bungalow King); Oceanfront King USD 3,815 (https://www.booking.com/hotel/us/four-seasons-at-the-surf-club.en-gb.html?checkin=2026-11-18&checkout=2026-11-19&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-12-29/30: no availability; 27–31 Dec 4 nights from USD 37,820 (https://www.booking.com/hotel/us/four-seasons-at-the-surf-club.en-gb.html?checkin=2026-12-29&checkout=2026-12-30&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-01-20/21, 2027-02-17/18, 2027-02-24/25, 2027-03-10/11, 2027-04-14/15, 2027-05-19/20, 2027-09-15/16: no availability on Booking.com (https://www.booking.com/hotel/us/four-seasons-at-the-surf-club.en-gb.html?checkin=2027-02-17&checkout=2027-02-18&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Only two dated prices found (Oct and Nov 2026); 2027 dates are not on sale via Booking.com, so the winter peak (Jan–Apr) is not captured and is almost certainly above £2,490 (the festive 4-night 'from' price implies about USD 9,455 a night). Prices include the USD 55 resort fee but exclude 11% tax. Board not stated. Treat the high as a floor for peak season."
"/luxury-travel/north-america/florida","acqualina","Acqualina","£760–£1,720","per night","Varies by season · King Room with City View · room only · excl. local taxes","range","760","1720","King Room with City View","room only","excluded","15–16 Sep 2027, King Room City View, USD 1,031 incl. USD 65 resort fee (Booking.com)","17–18 Feb 2027, King Room City View, USD 2,295 incl. USD 65 resort fee (Booking.com)","2026-10-14/15: USD 1,270 (King City View) (https://www.booking.com/hotel/us/acqualina-resort-spa-on-the-beach.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-17/18: USD 2,295 (King City View); Oceanfront King USD 2,959 (https://www.booking.com/hotel/us/acqualina-resort-spa-on-the-beach.en-gb.html?checkin=2027-02-17&checkout=2027-02-18&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 1,830 (King City View) (https://www.booking.com/hotel/us/acqualina-resort-spa-on-the-beach.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-09-15/16: USD 1,031 (King City View) (https://www.booking.com/hotel/us/acqualina-resort-spa-on-the-beach.en-gb.html?checkin=2027-09-15&checkout=2027-09-16&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, room only (continental breakfast USD 49.53 pp); prices include the USD 65 nightly resort fee, 13% tax extra. Christmas/New Year not sampled and likely above the February figure."
"/luxury-travel/north-america/florida","breakers","The Breakers Palm Beach","£580–£1,710","per night","Varies by season · Deluxe Resort View Room · excl. local taxes","range","580","1710","Deluxe Resort View Room (entry); high is the cheapest room available on the date (Premium Resort View)","not stated","excluded","15–16 Sep 2027, Deluxe Resort View Room with King Bed, USD 790 (Booking.com)","17–18 Feb 2027, Premium Resort View Room (cheapest available; Deluxe sold out), USD 2,290 (Booking.com)","2026-10-14/15: entry rooms sold out; Classic Suite Resort View USD 2,190, Flagler Club room USD 2,390 (https://www.booking.com/hotel/us/the-breakers-palm-beach.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-17/18: USD 2,290 (Premium Resort View); Atlantic Oceanfront USD 3,390 (https://www.booking.com/hotel/us/the-breakers-palm-beach.en-gb.html?checkin=2027-02-17&checkout=2027-02-18&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 1,460 (Accessible Resort View Queen); Deluxe Partial Ocean USD 1,560; Premium Resort View USD 1,790 (https://www.booking.com/hotel/us/the-breakers-palm-beach.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-09-15/16: USD 790 (Deluxe Resort View King); Premium Resort View USD 1,235 (https://www.booking.com/hotel/us/the-breakers-palm-beach.en-gb.html?checkin=2027-09-15&checkout=2027-09-16&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night; 12.5% tax extra; breakfast listed as USD 50 pp on most dates (shown as included on the Sep 2027 rate), so board is left as not stated. The entry Deluxe Resort View room was only offered in September; on the February peak date the cheapest room was the Premium Resort View. Wide seasonal spread (nearly 3x)."
"/luxury-travel/caribbean/british-virgin-islands","little-dix","Rosewood Little Dix Bay","£1,060–£2,220","per night","Varies by season · breakfast included · excl. local taxes","range","1060","2220","Standard King Room","bed and breakfast","excluded","14–15 Oct 2026, Standard King Room, USD 1,430 non-refundable, incl. 10% service charge (Booking.com)","17–18 Feb 2027, Standard King Room, USD 2,970 incl. 10% service charge (Booking.com, free cancellation)","2026-10-14/15: USD 1,430 (Standard King, non-refundable) (https://www.booking.com/hotel/vg/rosewood-little-dix-bay.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-11-18/19: USD 2,310 (Standard King) (https://www.booking.com/hotel/vg/rosewood-little-dix-bay.en-gb.html?checkin=2026-11-18&checkout=2026-11-19&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-12-29/30: no availability (https://www.booking.com/hotel/vg/rosewood-little-dix-bay.en-gb.html?checkin=2026-12-29&checkout=2026-12-30&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-17/18: USD 2,970 (Standard King) (https://www.booking.com/hotel/vg/rosewood-little-dix-bay.en-gb.html?checkin=2027-02-17&checkout=2027-02-18&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: Standard King not offered; Junior Suite USD 2,585 (https://www.booking.com/hotel/vg/rosewood-little-dix-bay.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, continental breakfast; 10% service charge included, 10% BVI accommodation tax extra. Open year-round (October, hurricane season, is bookable). Festive week not bookable on Booking.com; a 50% deposit applies over the festive period."
"/luxury-travel/caribbean/british-virgin-islands","oil-nut-bay","Oil Nut Bay","£2,520–£3,530","per night","Varies by season · One-bedroom unit · room only · excl. local taxes","range","2520","3530","cheapest one-bedroom unit on Booking.com (listed generically as 'Apartment', 1,225 sq ft); 2-night minimum","room only","excluded","18–20 Nov 2026 (2 nights), cheapest unit USD 6,771 = USD 3,385.50 per night, incl. 9% service charge and 13% resort fee (Booking.com)","16–18 Feb 2027 (2 nights), cheapest unit USD 9,455 = USD 4,727.50 per night, incl. 9% service charge and 13% resort fee (Booking.com)","2026-11-18/20 (2 nights): USD 6,771 cheapest unit (USD 3,385.50/night); next USD 8,713 (https://www.booking.com/hotel/vg/oil-nut-bay.en-gb.html?checkin=2026-11-18&checkout=2026-11-20&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-16/18 (2 nights): USD 9,455 cheapest unit (USD 4,727.50/night); next USD 10,485 (https://www.booking.com/hotel/vg/oil-nut-bay.en-gb.html?checkin=2027-02-16&checkout=2027-02-18&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/21 (2 nights): USD 7,845 cheapest unit (USD 3,922.50/night) (https://www.booking.com/hotel/vg/oil-nut-bay.en-gb.html?checkin=2027-05-19&checkout=2027-05-21&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Previously unverified; Booking.com now shows dated prices but with a two-night minimum, so per-night figures are the 2-night total divided by two. Booking.com uses generic unit names (Apartment / Double Room / Quadruple Room) rather than the resort's villa names. Prices include 9% service charge and 13% resort fee; 10% BVI tax extra; breakfast USD 41 pp. Festive not sampled."
"/luxury-travel/caribbean/british-virgin-islands","necker","Necker Island","£4,470","per night","Flat 2026 rate for individual-stay weeks · Great House Room · all inclusive · excl. local taxes","single","4470","","Great House Room or Bali Room (individual-stay weeks only)","all inclusive","excluded","USD 6,000 per room per night for two sharing, flat across all 2026 individual-stay weeks (remaining: 20–27 Oct, 18–29 Nov, 20–27 Dec 2026) (official Virgin Limited Edition 2026 rate card)","","2026 individual-stay weeks (Oct 20–Nov 1, Nov 23–30 per rate card; Oct 20–27, Nov 18–29, Dec 20–27 per current dates page): USD 6,000 per room per night (Great House Room / Bali Room); Bali Suite USD 7,800; Master Suite USD 9,400 (https://www.virginlimitededition.com/media/vtcfnppz/necker-island-rate-card-2026-individual-stays-5-sept-24.pdf) | 2027 individual-stay weeks (9–17 Jan, 25–30 Mar, 22–26 May, 7–11 Jun, 15–23 Jul, 20 Aug–3 Sep, 20–27 Sep, 20–27 Oct, 20–27 Nov, 13–20 Dec 2027): 2027 rate card not published online (https://www.virginlimitededition.com/necker-island/individual-stays/)","1 GBP = 1.34 USD","2026-09-23","Per room per night for two sharing, all meals and drinks included; 2.5% service charge, 3% BVI accommodation tax and an optional 1% charity donation are added. Necker has one flat individual-stay rate rather than seasons, so no range exists; the 2027 card (likely higher) is not online. Bookable by the room only in the listed weeks, otherwise exclusive use only; minimum stays may apply."
