page,location,before,after,reason
"sports-travel/tennis/us-open","Hotels · lede","or a private car on the upper tiers","or a private car on the higher packages","Internal tier language"
"sports-travel/tennis/us-open","Hotel · Baccarat · why","the most New York of our three","the most New York of our four","Copy error: the section lists four hotels"
"sports-travel/tennis/us-open","Beyond the tennis · lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","A short, tested list of what is worth your time around the tennis.","Awkward template phrasing (""The event fills the days it fills"")"
"sports-travel/tennis/us-open","Climate · lede","for this race slot rather than a forecast","for this time of year rather than a forecast","Template text from the Formula 1 pages (""race slot"") on a tennis page"
"sports-travel/tennis/us-open","FAQ + JSON-LD · getting there (x2)","Private transfers are included on the upper tiers","Private transfers are included on the higher packages","Internal tier language"
"sports-travel/tennis/wimbledon","Hero basis","Two adults sharing · guide from price · 4 nights","Guide price per person, two adults sharing · 4 nights","Shorthand fragment"
"sports-travel/tennis/wimbledon","Ticket guide · Official hospitality","wrapped into the upper tiers. Never priced by the day, because that is not how the products are sold to us.","included in the higher packages and quoted as part of the package rather than priced by the day.","Internal supplier note (""not how the products are sold to us"") and tier jargon"
"sports-travel/tennis/wimbledon","Ticket guide · ballot & Queue","We do not reference them as package inventory and you should be wary of anyone who does.","They never form part of our packages, and you should be wary of anyone who says otherwise.","Trade jargon (""package inventory"")"
"sports-travel/tennis/wimbledon","FAQ + JSON-LD · how far ahead","Debenture inventory is finite by definition — there are a fixed number of seats in existence —","Debenture seats are finite by definition — there are a fixed number in existence —","Trade jargon (""inventory"")"
"sports-travel/tennis/wimbledon","Enquiry · lede","Debenture inventory is finite — early is better.","Debenture seats are finite, so the earlier the better.","Trade jargon (""inventory"")"
"sports-travel/tennis/wimbledon","Beyond the tennis · lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","A short, tested list of what is worth your time around the tennis.","Awkward template phrasing (""The event fills the days it fills"")"
"sports-travel/tennis/wimbledon","Climate · lede","for this race slot rather than a forecast","for this time of year rather than a forecast","Template text from the Formula 1 pages (""race slot"") on a tennis page"
"sports-travel/tennis/wimbledon","Climate · temperature note","16–24°C and famously changeable. Smart dress for debenture areas and hospitality — jackets advised. Umbrellas essential, and not optional advice: Centre Court and No.1 Court have roofs but nothing else does.","Famously changeable. Smart dress is expected in debenture areas and hospitality — jackets advised. An umbrella is essential: Centre Court and No.1 Court have roofs, but nothing else does.","Clipped, note-style phrasing (""Umbrellas essential, and not optional advice"")"
"sports-travel/tennis/wimbledon","Hotel · The Peninsula · why","Rooms are the largest in the city","Rooms are among the largest in the city","Unsupported superlative"
"sports-travel/us-sports/nhl","Where to sit · lede","Every rink ladders the same way.","Every rink follows a similar pattern.","Internal jargon (""ladders"")"
"sports-travel/us-sports/nhl","Package Stanley Cup Playoffs · stay","Five-star, held flexibly","Five-star, booked flexibly","Internal language (""held"")"
"sports-travel/us-sports/nhl","Extend · figure caption","an easy add-on to a Bruins game.","an easy addition to a Bruins game.","Sales jargon (""add-on"")"
"formula-one/canadian-grand-prix","What is included · flights","Return economy flights London Heathrow–Montréal direct with BA or Air Canada (~7h)","Return economy flights London Heathrow–Montréal direct with British Airways or Air Canada (around 7 hrs)","Airline-code shorthand (""BA"", ""~7h"")"
"formula-one/canadian-grand-prix","What is included · ticket","3-day grandstand or hospitality ticket, by tier","3-day grandstand or hospitality ticket, according to your package","Internal tier shorthand (""by tier"")"
"formula-one/canadian-grand-prix","What is included · transfers","on the entry tier; private drop at the Concorde bridge on premium tiers, with a short walk in","on the Grandstand Experience; private drop at the Concorde bridge on all other packages, with a short walk in","Internal tier language"
"formula-one/canadian-grand-prix","FAQ + JSON-LD · tiers question (x2)","What is the difference between the package tiers?","What is the difference between the packages?","Internal tier language"
"formula-one/japanese-grand-prix","What is included · flights","direct with BA, JAL or ANA (~14h)","direct with British Airways, JAL or ANA (around 14 hrs)","Airline-code shorthand (""BA"", ""~14h"")"
"formula-one/japanese-grand-prix","What is included · ticket","grandstand seat or hospitality by tier, through official channels","grandstand seat or hospitality according to your package, through official channels","Internal tier shorthand (""by tier"")"
"formula-one/japanese-grand-prix","What is included · transfers","on the Grandstand tier; private transfers on Premium and above","on the Grandstand Experience; private transfers on all other packages","Internal tier language"
"formula-one/japanese-grand-prix","FAQ + JSON-LD · tiers question (x2)","What is the difference between the package tiers?","What is the difference between the packages?","Internal tier language"
"formula-one/mexico-city-grand-prix","What is included · flights","direct daily with BA (~11h30)","direct daily with British Airways (around 11 hrs 30 mins)","Airline-code shorthand (""BA"", ""~11h30"")"
"formula-one/mexico-city-grand-prix","What is included · ticket","grandstand seat or hospitality by tier, through official channels","grandstand seat or hospitality according to your package, through official channels","Internal tier shorthand (""by tier"")"
"formula-one/mexico-city-grand-prix","What is included · transfers","on the Grandstand tier; private transfers with security-vetted drivers on Premium and above","on the Grandstand Experience; private transfers with security-vetted drivers on all other packages","Internal tier language"
"formula-one/mexico-city-grand-prix","FAQ + JSON-LD · tiers question (x2)","What is the difference between the package tiers?","What is the difference between the packages?","Internal tier language"
"sports-travel/golf/the-open","What is included · hotel","Hand-picked hotel in St Andrews, Fife or Dundee by tier","Hand-picked hotel in St Andrews, Fife or Dundee, according to your package","Internal tier shorthand (""by tier"")"
"sports-travel/golf/the-open","What is included · access","Official Open admission or Open Experiences hospitality, by tier","Official Open admission or Open Experiences hospitality, according to your package","Internal tier shorthand (""by tier"")"
"sports-travel/football/premier-league-wembley-hospitality","FAQ + JSON-LD · accessibility (x2)","the inventory is limited","availability is limited","Trade jargon (""inventory"")"
"formula-one/portuguese-grand-prix","What is included · ticket","grandstand or hospitality by tier, through official channels","grandstand or hospitality according to your package, through official channels","Internal tier shorthand (""by tier"")"
"formula-one/portuguese-grand-prix","What is included · transfers","Drive-and-park guidance on the entry tier; private transfers from Premium Portimão upward","Drive-and-park guidance on the Grandstand Experience; private transfers on all other packages","Internal tier language"
"formula-one/portuguese-grand-prix","FAQ + JSON-LD · tiers question (x2)","What is the difference between the package tiers?","What is the difference between the packages?","Internal tier language"
"formula-one/spanish-grand-prix","What is included · ticket","grandstand or hospitality by tier, through official channels","grandstand or hospitality according to your package, through official channels","Internal tier shorthand (""by tier"")"
"formula-one/spanish-grand-prix","What was included · transfers","Metro Line 8 to Feria de Madrid on the entry tier; private transfers from Premium Madrid upward","Metro Line 8 to Feria de Madrid on the Grandstand Experience; private transfers on all other packages","Internal tier language"
"formula-one/spanish-grand-prix","FAQ + JSON-LD · tiers question (x2)","What is the difference between the package tiers?","What is the difference between the packages?","Internal tier language"
"sports-travel/tennis/us-open","On request · list","Louis Armstrong and Grandstand add-on days","Extra days on Louis Armstrong and the Grandstand","Sales jargon (""add-on"")"
"sports-travel/tennis/wimbledon","What is included · access","or official hospitality, by tier","or official hospitality, according to your package","Internal tier shorthand (""by tier"")"
"sports-travel/tennis/wimbledon","JSON-LD FAQ · how far ahead","Debenture inventory is finite by definition — there are a fixed number of seats in existence —","Debenture seats are finite by definition — there are a fixed number in existence —","Trade jargon (""inventory""); search-result copy now matches the on-page answer"
