page,location,before,after,reason
"luxury-travel/north-america/new-york","FAQ ""Do we need a car?"" (HTML + JSON-LD)","No — this is the one destination where we book almost none. Drivers by the evening for the Garden and the airports.","No — this is the one destination where we rarely arrange one. Instead, we book drivers for evenings at the Garden and for airport transfers.","Shorthand fragment"
"about-us","Our Story — paragraph 2","What happened next was not a pivot; it was our clients asking the obvious question.","What came next was driven by our clients, who asked the obvious question.","AI tell (""not X; it was Y"")"
"about-us","Enquiry form — ""Anything else"" placeholder","placeholder=""Occasion, theme park passes, accessibility requirements.""","placeholder=""Occasion, special requests, accessibility requirements.""","Placeholder copied from another page (""theme park passes"" is irrelevant here)"
"sports-travel/formula-one","FAQ ""Can I attend more than one race?"" (HTML + JSON-LD)","a number of our clients build a mini-season","a number of our guests build a mini-season","Internal wording (""our clients"")"
"sports-travel/football/euro-2028","The Tournament — paragraph 3","There is no pricing on this page yet because there is no confirmed inventory to price.","There is no pricing on this page yet because no tickets have been released to price.","Trade jargon (""inventory"")"
"sports-travel/football/euro-2028","FAQ ""Why is there no pricing yet?"" (HTML + JSON-LD)","Because there is no confirmed inventory to price.","Because no tickets have yet been released to price.","Trade jargon (""inventory"")"
"sports-travel/football/euro-2028","Tickets — Official hospitality card","Venue and tournament hospitality — usually the first inventory to market.","Venue and tournament hospitality — usually the first to go on sale.","Trade jargon (""inventory to market"")"
"sports-travel/golf","2027 season — The Masters card","The hardest admission in sport. We sell it as US Masters Badges","The hardest admission in sport. We offer it as US Masters Badges","Internal sales phrasing (""We sell it as"")"
"sports-travel/golf","2027 season — The 155th Open card","Weekend inventory is already moving a year out.","Weekend hospitality is already selling a year ahead.","Trade jargon (""inventory … moving"")"
"sports-travel/golf","2027 season — Ryder Cup card","Limerick sold out more than 650 days ahead, so we lead with Galway","Limerick’s hotels sold out more than 650 days ahead, so we base guests in Galway","Internal phrasing (""we lead with"")"
"sports-travel/golf","FAQ ""How far ahead should I book?"" (HTML + JSON-LD)","Further than any other sport we sell. Ryder Cup hotel stock in Limerick sold out more than 650 days before the event, and The Open's weekend hospitality is already moving a year out. Masters badges and Map & Flag access are the tightest inventory in golf.","Further ahead than for any other sport we cover. Hotel rooms in Limerick for the Ryder Cup sold out more than 650 days before the event, and The Open's weekend hospitality is already selling a year ahead. Masters badges and Map & Flag access are the hardest to secure in golf.","Trade jargon (""stock"", ""inventory"", ""sport we sell"")"
"sports-travel/golf/ryder-cup-2027","Galway Experience package — Stay row","5 nights in Galway, official accommodation stock","5 nights in Galway, in official accommodation","Trade jargon (""stock"")"
"sports-travel/golf/ryder-cup-2027","What is included list","Five nights in official accommodation stock, led by Galway","Five nights in official accommodation, based in Galway","Trade jargon (""stock"", ""led by"")"
"sports-travel/golf/ryder-cup-2027","Available on request list","Official stock in Cork, Killarney or Tipperary","Official accommodation in Cork, Killarney or Tipperary","Trade jargon (""stock"")"
"sports-travel/golf/ryder-cup-2027","The Contest — paragraph 3","Limerick hotel stock sold out more than six hundred and fifty days ahead. We lead with Galway —","Limerick’s hotels sold out more than six hundred and fifty days ahead, so we recommend Galway —","Trade jargon (""hotel stock"", ""we lead with"")"
"sports-travel/golf/ryder-cup-2027","Venue section lede","The full ticket ladder follows below.","The full choice of tickets follows below.","Internal jargon (""ticket ladder"")"
"sports-travel/golf/ryder-cup-2027","Tickets section lede","our hotel and ticket stock mirrors their published structure.","our hotels and tickets follow their published structure.","Trade jargon (""stock"")"
"sports-travel/golf/ryder-cup-2027","Tickets — The four-day ticket card","The core official product.","The main official ticket.","Trade jargon (""product"")"
"sports-travel/golf/ryder-cup-2027","Tickets — Where you stay card","Official stock spans Galway, Cork, Killarney and Tipperary. We lead with Galway — it is the strongest base","Official accommodation is available in Galway, Cork, Killarney and Tipperary. We recommend Galway — it is the strongest base","Trade jargon (""stock"", ""we lead with"")"
"sports-travel/golf/ryder-cup-2027","Where to stay lede","Official stock spans Galway, Cork, Killarney and Tipperary. We lead with Galway — ninety minutes","Official accommodation is available in Galway, Cork, Killarney and Tipperary. We recommend Galway — ninety minutes","Trade jargon (""stock"", ""we lead with"")"
"sports-travel/golf/ryder-cup-2027","Glenlo Abbey card — Why we selected it","the only one in our Galway stock with a course of its own","the only one of our Galway hotels with a course of its own","Trade jargon (""stock"")"
"sports-travel/golf/ryder-cup-2027","The g Hotel & Spa card — Why we selected it","of anything in the official stock","of any of the official hotels","Trade jargon (""stock"")"
"sports-travel/golf/ryder-cup-2027","Beyond the golf — lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","Around the golf, here is a short, tested list of what is worth your time.","Robotic phrasing (""The event fills the days it fills"")"
"sports-travel/golf/ryder-cup-2027","FAQ ""Why is the package based in Galway…"" (HTML + JSON-LD)"," Official stock also spans Cork, Killarney and Tipperary if you would rather be elsewhere."," Official accommodation is also available in Cork, Killarney and Tipperary if you would rather be elsewhere.","Trade jargon (""stock"")"
"sports-travel/golf/ryder-cup-2027","FAQ ""What does the four-day ticket actually cover?"" (HTML + JSON-LD)","It is the core official product and every package on this page is built around it.","It is the main official ticket, and every package on this page is built around it.","Trade jargon (""product"")"
"sports-travel/golf/us-masters","Luxury Masters Week package description","The most extravagant week we sell in golf, and it earns it.","The most extravagant week we offer in golf, and it earns it.","Internal sales phrasing (""we sell"")"
"sports-travel/golf/us-masters","What is included list","Daily house shuttle to the course on the entry tier; private transfers above","Daily house shuttle to the course on the Patron Experience; private transfers on the other packages","Internal jargon (""entry tier"", ""above"")"
"sports-travel/golf/us-masters","Venue section lede","The full ticket ladder follows below.","The full choice of badges and hospitality follows below.","Internal jargon (""ticket ladder"")"
"sports-travel/golf/us-masters","Beyond the golf — lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","Around the golf, here is a short, tested list of what is worth your time.","Robotic phrasing (""The event fills the days it fills"")"
"sports-travel/tennis","2027 season — Australian Open card","night sessions carry the atmosphere premium","night sessions bring the best atmosphere","Trade jargon (""atmosphere premium"")"
"sports-travel/tennis","Beyond the slams — Follow a full season card","A handful of clients do two or three slams in one year. We plan the calendar as a whole, book each leg as its inventory opens,","A handful of our guests do two or three slams in one year. We plan the calendar as a whole, book each leg as tickets are released,","Internal wording (""clients"", ""inventory"")"
"sports-travel/tennis","FAQ ""Can I do all four slams in one year?"" (HTML + JSON-LD)","Yes, and a handful of clients do.","Yes, and a handful of our guests do.","Internal wording (""clients"")"
"sports-travel/tennis","FAQ ""Can I do all four slams in one year?"" (HTML + JSON-LD)","book each leg as its inventory opens.","book each leg as tickets are released.","Trade jargon (""inventory"")"
"sports-travel/tennis","FAQ ""Do you sell tickets without travel?"" (HTML + JSON-LD)","Yes, through Vedere Tickets & Concierge. We also work with corporate partners, agents and other operators providing ticket-only solutions where clients arrange their own travel.","Yes, through Vedere Tickets & Concierge, for guests who would rather arrange their own travel. We also supply tickets to corporate partners, agents and other travel companies.","Trade/B2B jargon (""ticket-only solutions"")"
"sports-travel/other-sports/ufc","Seating section lede","Every arena ladders the same way. The octagon is small, so the difference between tiers is felt.","Seating follows the same pattern in every arena. The octagon is small, so you really feel the difference between each level.","Internal jargon (""ladders"")"
"sports-travel/us-sports/mlb","Vedere Says band quote","Baseball is the easiest great night to add to a summer itinerary. Games most days, and the ballpark does the rest.","Games are played most days of the week, so a night at the ballpark slots easily into any American summer.","Sentence repeated word for word in the section below; fragment"
"sports-travel/us-sports/mlb","Seating section lede","Every ballpark ladders the same way.","Seating follows the same pattern at every ballpark.","Internal jargon (""ladders"")"
"formula-one/abu-dhabi-grand-prix","What is included list — flights","(~7h)","(around 7 hours)","Shorthand (""~7h"")"
"formula-one/abu-dhabi-grand-prix","What is included list — transfers","on the entry tier; private transfers on premium tiers","on Grandstand Experience; private transfers on the other packages","Internal jargon (""entry tier"", ""premium tiers"")"
"formula-one/australian-grand-prix","What is included list — transfers","Tram to Albert Park on the entry tier; private transfers to the closest gate on premium tiers","Tram to Albert Park on Grandstand Experience; private transfers to the closest gate on the other packages","Internal jargon (""entry tier"", ""premium tiers"")"
"formula-one/austrian-grand-prix","Grandstand Experience card — transfers row","Coach shuttle from Graz (~1h)","Coach shuttle from Graz (around an hour)","Shorthand (""~1h"")"
"formula-one/austrian-grand-prix","What is included list — transfers","Coach shuttle from Graz (~1h) on the entry tier; private transfers on premium tiers","Coach shuttle from Graz (around an hour) on Grandstand Experience; private transfers on the other packages","Shorthand (""~1h"") and internal jargon (""entry tier"")"
"formula-one/azerbaijan-grand-prix","What is included list — flights","(~5h45)","(around 5 hours 45 minutes)","Shorthand (""~5h45"")"
"formula-one/azerbaijan-grand-prix","What is included list — transfers","Private airport transfers on every tier; walk to the circuit on the entry tier, private transfers on premium tiers","Private airport transfers on every package; walk to the circuit on Grandstand Experience, with private transfers on the other packages","Internal jargon (""entry tier"", ""premium tiers"")"
"formula-one/italian-grand-prix","What was included list — flights","(~1h50)","(around 1 hour 50 minutes)","Shorthand (""~1h50"")"
"formula-one/italian-grand-prix","What was included list — transfers","(Milano Centrale–Monza, ~15 min)","(Milano Centrale–Monza, around 15 minutes)","Shorthand (""~15 min"")"
"formula-one/malaysian-grand-prix","What is included list — flights","(~13h)","(around 13 hours)","Shorthand (""~13h"")"
"luxury-travel/caribbean/british-virgin-islands","The essentials panel — Flight time","~12h via Antigua","Around 12 hours via Antigua","Shorthand (""~12h"")"
"luxury-travel/middle-east","Getting there essentials — From London","~7 hours direct","Around 7 hours direct","Shorthand (""~"")"
"luxury-travel/middle-east","Getting there essentials — Dubai to Abu Dhabi","~90 minutes by road","Around 90 minutes by road","Shorthand (""~"")"
